jobs_type,title,jobs_text,URLs
tools, Google Sheets Automation & API Integration ,"""We're need an integration of 3 differents files: 
 
1) The Database file 
              a) Our assitances will introduce some information from a Google Form, the most important data intruduced will be the ASIN; 
              b) On a different Tab; from these ASIN we need to fetch using the keepa api the following information: 
Image, Brand, Size, Color, Link to Amazon, Buy Box, Buy Box: 90 days avg., Buy Box: Min, Buy Box: Max and Category 
              c) We also will introduce more information, the most important there will be the ""Status"" and can be ""Approved"" or ""Denied"" 
 
2) The Second file = ""Approved"" 
This file will be a filter with a query, only ""Approved"" products from the Databes file will be displayed. 
On this file, we will introduce 2 new columns, the most important will be ""Client"" (from a list) 
 
3) The third file = ""Shopping List - Client 1 and 2"" // ""Shopping List - Client 3 and 4""""",https://www.upwork.com/jobs/Python-Web-Scraping-Crawling-Google-Sheets-Automation_~01ad5f9122564faa2b?source=rss
data, Scrape 250 products from csv to ebay store  ,"""Bulk upload 250 products from csv to ebay store. my budget is small but if you can do the project perfectly it will lead to long time job . 
Thanks""",https://www.upwork.com/jobs/Scrape-250-products-from-csv-ebay-store_~01cef023401fec0668?source=rss
tools, Data Extraction / Scraping from websites ,"""Hi there 
 
We would need someone who can help us get Data from two different websites and export it as cdv files so we can import them into our CRM system.  
 
Kind, Bujar""",https://www.upwork.com/jobs/Data-Extraction-Scraping-from-websites_~01ba22587b5ec7a71b?source=rss
tools, Website/Database Scraping Program ,"""I am a realtor and use the multiple listing service (MLS) database to search for properties for my clients. I need an experienced developer/programmer to build a tool/program to scrape this database and export the information into a Google Sheet file. 
 
I recorded a quick video outlining the process and objectives. 
 
 
 
Feel free to respond with a realistic budget and timeline for this project. I have hired a freelancer on Upwork in the past to do a similar project so I have a rough idea of what it should take. 
 
I look forward to working with the right freelancer to complete this project! 
 
Thank you, 
Luke""",https://www.upwork.com/jobs/Website-Database-Scraping-Program_~019e6ca05d1600200e?source=rss
tools, Google Data Studios for Ecommerce ,"""We're an ecommerce company that is in need of a simple Google Data Studios report to be set up and connect the following platforms for quick reading: 
 
Shopify 
Klayvio 
Marsello (shopify app) 
Facebook Business Manager 
Pinterest Business Manager 
Post Pilot (shopify app) 
Google Ads 
 
The goal is to provide the CEO with a live & up to date page to see top level numbers quickly.""",https://www.upwork.com/jobs/Google-Data-Studios-for-Ecommerce_~0183444afddbc6b10a?source=rss
tools, E-shop product pages scrape ,"""To create a weekly procedure for scraping specific product information from a specific web shop, such as product number, title, description, material, price, etc.""",https://www.upwork.com/jobs/shop-product-pages-scrape_~01b35e3215f273ed46?source=rss
tools, Scraping from 3 sites and import in woocommerce ,"""We have 3 different B2B vendors who display catalogs for the various eyewear brands we sell. 
We would like to connect to these 3 different sites (which are not public but have login with user and password) and extract all the catalog and then upload it to woocommerce. 
 
I would prefer that the scraping of the sites is done via PHP and the credentials of the sites were managed by the Wordpress backend.""",https://www.upwork.com/jobs/Scraping-from-sites-and-import-woocommerce_~014f51e0d34c66a8cb?source=rss
tools, Scrape productdata from external magento webshop into woocommerce ,"""I am building a new woocommerce website, and I would like to scrape the productdata from an external magenta website.  I am not the owner of the external website.  
 
The scraping might be required weekly or monthly. The data that I need is: 
 
-Product description 
-Product images 
-Product attributes 
-Stock 
-Price (increased +15%) 
etc. 
 
On the external website prices are hidden untill you login, I do have an account for that.  
 
 
 
 
""",https://www.upwork.com/jobs/Scrape-productdata-from-external-magento-webshop-into-woocommerce_~01b81a1b9c2e2c937e?source=rss
data, Data extraction - All products from a website ,"""Hi,  
 
I'd like to get all the product information for every product of this website :   
 
You'll fin attached an exemple of the information for these 2 products :  
 
 
 
Let me know if you have any question. 
Thanks in advance,  
Marie-Ange""",https://www.upwork.com/jobs/Data-extraction-All-products-from-website_~01159fb6cb46103f86?source=rss
tools, Shopify App Store Directory ,"""Hi, 
 
I'm working on a new project to target Shopify App Store developers and need to get the list of App Store developers into my CRM system. 
 
The directory to scrape is  
 
I've created a spreadsheet with all of the fields that I need to scrape which can be found at:  
 
 
The only element which might be tricky is the pricing plans as there may be a variable amount.  I've tried to outline which page elements to use to find these in the spreadsheet above. 
 
Let me know if this looks like something that could be done quickly.  I'm hoping to have this by end of the week. 
 
Thanks, 
Chris""",https://www.upwork.com/jobs/Shopify-App-Store-Directory_~01d2220254357e28e2?source=rss
tools, Amazon Scraper Website ,"""The project is about a simple portal that extracts and publishes seller ratings and products.  
 
Reference :https://www.sellerratings.com/amazon/india/goindiaorganic-health-products 
 
 
A scraper shall be able to scrape sellers for a combination of  
 
Amazon Region + Category 
 
and extract / interpret information as per the reference page.  
In particular it should scrape and display 
1) reviews, ratings 
2)Selling since 
3)Brands that a seller sells 
4) Offers Prime or not 
5) Seller Rank based on the change in the number of reviews  
6) Seller ID based contact us page - (link removed) 
7) List of all products sold by the seller with main image and product name linked to their Amazon URLs  
8) Create list of similar sellers 
9) PHP based frontend to list all pages and country specific search as per reference link. 
 
 
""",https://www.upwork.com/jobs/Amazon-Scraper-Website_~01379709ffda34c005?source=rss
data, Need to scrape product from a website ,"""Hello, 
 
I need your help  to scrape product data from the following pages (see attachment) 
 
Please provide me information: 
Category 
Sub Category 1 
Title 
Supplier/Brand 
URL 
Image URL 
Price at site 
Product Code 
Number of variants (Color/Size/etc, if any) 
 
Please let me know if you're available Thanks""",https://www.upwork.com/jobs/Need-scrape-product-from-website_~01151e9e3bc8aff2c6?source=rss
tools, Scrape productdata from external magento webshop into woocommerce ,"""I am building a new woocommerce website, and I would like to scrape the productdata from an external magenta website.  I am not the owner of the external website.  
 
The scraping might be required weekly or monthly. The data that I need is: 
 
-Product description 
-Product images 
-Product attributes 
-Stock 
-Price (increased +15%) 
etc. 
 
On the external website prices are hidden untill you login, I do have an account for that.  
 
 
 
 
""",https://www.upwork.com/jobs/Scrape-productdata-from-external-magento-webshop-into-woocommerce_~01b81a1b9c2e2c937e?source=rss
data, Extract website data tool - eCommerce ,"""Requirement 
This is only for 3 websites that we want to scrape. 
 
a basic web page where we can put a url and measurement 
 
example  
abc.com/products123 
measurement - dropdown (ml/gram/litre/kg) 
 
the link will identify what we need to scrape information such as 
 
1. Full price 
2. discounted price 
3. title of the product 
4. product details 
 
and etc. 
 
output csv.""",https://www.upwork.com/jobs/Extract-website-data-tool-eCommerce_~010885738f56007e1c?source=rss
tools, Custom Shopify App Developer ,"""We have a custom item that has loads of customization/inputs from the customer.  
 
This app will basically become a landing page that shows customization/updates as customers are selecting them. 
 
It needs to be smooth, reactive &  should be replicated able on other stores. 
 
Further information will be shared with the right candidate.  
 
Budget is just a benchmark and can be revisited.""",https://www.upwork.com/jobs/Custom-Shopify-App-Developer_~01edd70dbcec030249?source=rss
tools, Amazon Scraping bot ,"""Looking for a developer to create an amazon scraping bot, looking for someone who has had experience in automation. 
 
Start early as possible.""",https://www.upwork.com/jobs/Amazon-Scraping-bot_~01af175488cd6c8460?source=rss
tools, Ebay scraper for completed listings ,"""Deliverable is code to scrape ebay produces raw html and captures listing images""",https://www.upwork.com/jobs/Ebay-scraper-for-completed-listings_~01887c36f3cafb04ed?source=rss
tools, Zillow Scraper using API ,"""I need a Zillow scraper capable of scraping details of around 2k rental properties each week. Rate is negotiable. To increase chances of getting an interview, please tell us about  your past experience on similar projects.""",https://www.upwork.com/jobs/Zillow-Scraper-using-API_~013d7188db8d504e58?source=rss
data, eCommerce Website Data Scrape ,"""eCommerce Website Data Scrape (including product details & Pricing) from vapeandgo[dot]co[dot]uk in CSV format attached.  
 
Point to keep in mind:  
- The data has to be in the attached format only.  
- Scrape all URLs / Products (including color options / tags / Categories & price)  
- According to pages / pagination""",https://www.upwork.com/jobs/eCommerce-Website-Data-Scrape_~0189e2116475fee38f?source=rss
tools, Web Crawler and Scrapper ,"""We are looking for an crawler and scrapper that would discover existing ecommerce websites and sort them by their major keywords, or their products. The websites we are looking at run the shopify, wix, and squarespace frameworks. Components would potentially require a crawler, a scrapper, an indexer, a ranker, and a query parser. Let us know if you are interested in work with us.""",https://www.upwork.com/jobs/Web-Crawler-and-Scrapper_~011bbeaf3555c62b1e?source=rss
tools," Retrieve Active Listings From eBay (more than 2,000,000 listings) ","""I am looking for someone to create a small desktop based program that uses the eBay API to retrieve all my active listings from ebay. We have in excess of 2,000,000 listings on different wordwide ebay sites. The eBay File Exchange will only download 1,000,000 at any one time. The fields we need retrieving are Item ID, Custom Label and eBay Site. The program should be able to output the result in either excel, csv or text format.""",https://www.upwork.com/jobs/Retrieve-Active-Listings-From-eBay-more-than-000-000-listings_~018eacaea17387970b?source=rss
tools, Automated Scrapping and Upload to Wordpress ,"""i own an online Vitamin Store and need 100 products, photos, descriptions and nutritional information scrapped from Amazon and imported into my Wordpress site.""",https://www.upwork.com/jobs/Automated-Scrapping-and-Upload-Wordpress_~01a0841449bfadb66f?source=rss
data, Scrap product data from online stores ,"""I would need to extract some data from all the products belonging to the ""Furniture"" category, from the following online stores: 
 
 
 
 
 
 
 
 
 
 
 
 
The data needs to be extracted in: 
- Google Sheet or  
- Excel.  
 
For each product, I would need the following 5 data (see template for an example): 
 
- 1. Product category (indicated in the menu of the product page) 
- 2. Product sub-category (indicated in the menu of the product page) 
- 3. Product name 
- 4. Retail Price 
- 5. Product URL 
 
See attached template. 
 
Please contact me for more details.  
 
Pierre""",https://www.upwork.com/jobs/Scrap-product-data-from-online-stores_~015e31d556ffda0e26?source=rss
data, Amazon data scraper python ,"""I need a developer who can gather product data through an api or scrape the website. 
 
I would need various things like the sku, upc, price, and review data.""",https://www.upwork.com/jobs/Amazon-data-scraper-python_~017f50e1ee205a8741?source=rss
data, Data scraping from a fashion retailers website ,"""The task is to scrape data (reviews) from a fashion retailers website. The selected freelancer will be given detailed information. The task needs to be done by 9am Central European Time on Monday, March 7th.""",https://www.upwork.com/jobs/Data-scraping-from-fashion-retailers-website_~0154eb1ccd5bcb7167?source=rss
tools, Shopify Ecommerce Store Integration With Suppliers Website ,"""We are looking for someone to set up a system to web scrape our supplier's website to pull the data from their products (Titles, Photos, Descriptions, Inventory Count, Etc.) and push that data into our Shopify storefront as products. We also have an entire Spreadsheet with product data (excluding product photos) 
 
The supplier's website is password protected. We obviously have an official account with them and permission to scrape the data. 
 
I can explain more in messages and provide you links to the websites to make things more clear.""",https://www.upwork.com/jobs/Shopify-Ecommerce-Store-Integration-With-Suppliers-Website_~011faefa9852e435b4?source=rss
data, Extract prices from e-commerce website ,"""I am looking to extract prices of products listed in an excel sheet. I have a list of over 1000 items, and need to to know the prices from eBay. I am looking for price scrapping.""",https://www.upwork.com/jobs/Extract-prices-from-commerce-website_~01398a5516084740d6?source=rss
tools, Web scrape ecommerce store with python ,"""Summary: Create a python script to get new clothing products from online stores and add to MySQL table, update existing MySQL products in table if necessary. 
 
Please see link below for detailed requirements.  
 
 
 
Delivery: 1 python file for each store. Each python file must complete both tasks described in document.""",https://www.upwork.com/jobs/Web-scrape-ecommerce-store-with-python_~010ac98c66183d4dc0?source=rss
data, Data scraping from a fashion retailers website ,"""The task is to scrape data (reviews) from a fashion retailers website. The selected freelancer will be given detailed information. The task needs to be done by 9am Central European Time on Monday, March 7th.""",https://www.upwork.com/jobs/Data-scraping-from-fashion-retailers-website_~01ab34fb5483004b2b?source=rss
leads, Data scrape Ebay and Amazon sellers ,"""We are looking to extract seller information per category from Ebay and Amazon sellers in order to offer them our replacement products. 
 
Data needs to include where possible: 
Name 
Business 
Address 
Postcode 
Tel No 
Email  
""",https://www.upwork.com/jobs/Data-scrape-Ebay-and-Amazon-sellers_~011fbb29564c33e0e7?source=rss
tools, Website Scraper-for Shopify ,"""Looking for a scraper to help add new product to our eyewear site. Each product has several variants that will need placed in the correct excel csv format. Products will contain different things like size and color. We can provide a sample spreadsheet.""",https://www.upwork.com/jobs/Website-Scraper-for-Shopify_~0135aeef2757f988a4?source=rss
tools, Web Scraping - Code Matching and Pulling Features ,"""We have an Excel Sheet of product codes , and a vendor website where we need to input these excel codes into the search bar, choose the product, and extract the vendor code that is showing on their side. We also would like to have the features, images, description of these products too. Please let me know if this is something that you can help with. Thanks!""",https://www.upwork.com/jobs/Web-Scraping-Code-Matching-and-Pulling-Features_~01b3419935a4deebf9?source=rss
data, Collect Amazon reviews using data Scrapper ,"""Need to collect Amazon reviews and then transform the data into the required format (file attached).""",https://www.upwork.com/jobs/Collect-Amazon-reviews-using-data-Scrapper_~0174b90a0b544c3dbc?source=rss
tools, Scraping a website ,"""Hello, 
 
I need an expert to scrap 1 million products to a new bigcommerce website, and to scrap daily price, stock. 
 
Thanks""",https://www.upwork.com/jobs/Scraping-website_~01a69802380fe30ebe?source=rss
data, Data Scrape Amazon Sellers ,"""We are looking to extract seller information per category from Amazon sellers in order to offer them our services. 
 
Data needs to include where possible: 
Name 
niche category 
Email 
Amazon listings/ amazon stores 
Website 
 
Please put the proposals with sample data thanks""",https://www.upwork.com/jobs/Data-Scrape-Amazon-Sellers_~01a8b897f99d344710?source=rss
